id,co2,humidity,light,pir,temperature
1377270000,,,,0.0,
1377270010,,,,0.0,
1377270020,,,,0.0,
1377270030,,,,0.0,
1377270040,,,,0.0,
1377270050,,,,0.0,
1377270060,,,,0.0,
1377270070,,,,0.0,
1377270080,,,,0.0,
1377270090,,,,0.0,
1377270100,,,,0.0,
1377270110,,,,0.0,
1377270120,,,,0.0,
1377270130,,,,0.0,
1377270140,,,,0.0,
1377270150,,,,0.0,
1377270160,,,,0.0,
1377270170,,,,0.0,
1377270180,,,,0.0,
1377270190,,,,0.0,
1377270200,,,,0.0,
1377270210,,,,0.0,
1377270220,,,,0.0,
1377270230,,,,0.0,
1377270240,,,,0.0,
1377270250,,,,0.0,
1377270260,,,,0.0,
1377270270,,,,0.0,
1377270280,,,,0.0,
1377270290,,,,0.0,
1377270300,,,,0.0,
1377270310,,,,0.0,
1377270320,,,,0.0,
1377270330,,,,0.0,
1377270340,,,,0.0,
1377270350,,,,0.0,
1377270360,,,,0.0,
1377270370,,,,0.0,
1377270380,,,,0.0,
1377270390,,,,0.0,
1377270400,,,,0.0,
1377270410,,,,0.0,
1377270421,,,,0.0,
1377270430,,,,0.0,
1377270440,,,,0.0,
1377270450,,,,0.0,
1377270460,,,,0.0,
1377270470,,,,0.0,
1377270480,,,,0.0,
1377270490,,,,0.0,
1377270500,,,,0.0,
1377270510,,,,0.0,
1377270520,,,,0.0,
1377270530,,,,0.0,
1377270540,,,,0.0,
1377270550,,,,0.0,
1377270560,,,,0.0,
1377270570,,,,0.0,
1377270580,,,,0.0,
1377270590,,,,0.0,
1377270600,,,,0.0,
1377270610,,,,0.0,
1377270620,,,,0.0,
1377270630,,,,0.0,
1377270640,,,,0.0,
1377270650,,,,0.0,
1377270660,,,,0.0,
1377270670,,,,0.0,
1377270680,,,,0.0,
1377270690,,,,0.0,
1377270700,,,,0.0,
1377270710,,,,0.0,
1377270720,,,,0.0,
1377270730,,,,0.0,
1377270740,,,,0.0,
1377270750,,,,0.0,
1377270760,,,,0.0,
1377270770,,,,0.0,
1377270780,,,,0.0,
1377270790,,,,0.0,
1377270800,,,,0.0,
1377270810,,,,0.0,
1377270820,,,,0.0,
1377270830,,,,0.0,
1377270840,,,,0.0,
1377270850,,,,0.0,
1377270860,,,,0.0,
1377270870,,,,0.0,
1377270880,,,,0.0,
1377299093,387.0,52.75,252.0,0.0,22.62
1377299094,391.0,52.75,249.0,0.0,22.62
1377299125,383.0,52.75,251.0,0.0,22.62
1377299130,389.0,52.78,252.0,0.0,22.62
1377299132,387.0,52.78,252.0,0.0,22.62
1377299135,387.0,52.75,253.0,0.0,22.62
1377299137,389.0,52.75,253.0,0.0,22.62
1377299139,389.0,52.75,253.0,0.0,22.62
1377299140,389.0,52.75,253.0,0.0,22.62
1377299142,397.0,52.75,253.0,0.0,22.62
1377299145,397.0,52.78,253.0,0.0,22.62
1377299147,399.0,52.78,253.0,0.0,22.62
1377299149,399.0,52.78,253.0,0.0,22.62
1377299150,399.0,52.81,252.0,0.0,22.62
1377299152,399.0,52.81,252.0,0.0,22.62
1377299155,399.0,52.78,253.0,0.0,22.62
1377299157,399.0,52.78,253.0,0.0,22.62
1377299159,399.0,52.78,253.0,0.0,22.62
1377299160,399.0,52.78,254.0,0.0,22.63
1377299162,397.0,52.78,254.0,0.0,22.63
1377299165,397.0,52.78,254.0,0.0,22.62
1377299167,398.0,52.78,254.0,0.0,22.62
1377299169,398.0,52.78,254.0,0.0,22.62
1377299170,398.0,52.75,253.0,0.0,22.61
1377299172,401.0,52.75,253.0,0.0,22.61
1377299175,401.0,52.78,254.0,0.0,22.62
1377299177,400.0,52.78,254.0,0.0,22.62
1377299179,400.0,52.78,254.0,0.0,22.62
1377299180,400.0,52.78,254.0,0.0,22.62
1377299182,402.0,52.78,254.0,0.0,22.62
1377299185,402.0,52.78,254.0,0.0,22.62
1377299187,395.0,52.78,254.0,0.0,22.62
1377299189,395.0,52.78,254.0,0.0,22.62
1377299190,395.0,52.78,254.0,0.0,22.63
1377299192,402.0,52.78,254.0,0.0,22.63
1377299195,402.0,52.78,254.0,0.0,22.62
1377299197,392.0,52.78,254.0,0.0,22.62
1377299199,392.0,52.78,254.0,0.0,22.62
1377299200,392.0,52.81,255.0,0.0,22.62
1377299202,395.0,52.81,255.0,0.0,22.62
1377299205,395.0,52.78,255.0,0.0,22.63
1377299207,400.0,52.78,255.0,0.0,22.63
1377299209,400.0,52.78,255.0,0.0,22.63
1377299210,400.0,52.81,255.0,0.0,22.61
1377299212,400.0,52.81,255.0,0.0,22.61
1377299215,400.0,52.78,255.0,0.0,22.61
1377299217,399.0,52.78,255.0,0.0,22.61
1377299219,399.0,52.78,255.0,0.0,22.61
1377299220,399.0,52.81,256.0,0.0,22.61
1377299222,397.0,52.81,256.0,0.0,22.61
1377299225,397.0,52.78,255.0,0.0,22.62
1377299227,395.0,52.78,255.0,0.0,22.62
1377299229,395.0,52.78,255.0,0.0,22.62
1377299230,395.0,52.81,255.0,0.0,22.62
1377299232,398.0,52.81,255.0,0.0,22.62
1377299235,398.0,52.78,256.0,0.0,22.62
1377299237,391.0,52.78,256.0,0.0,22.62
1377299239,391.0,52.78,256.0,0.0,22.62
1377299240,391.0,52.81,256.0,0.0,22.62
1377299242,398.0,52.81,256.0,0.0,22.62
1377299245,398.0,52.81,256.0,0.0,22.62
1377299247,383.0,52.81,256.0,0.0,22.62
1377299249,383.0,52.81,256.0,0.0,22.62
1377299250,383.0,52.81,256.0,0.0,22.62
1377299252,399.0,52.81,256.0,0.0,22.62
1377299255,399.0,52.81,257.0,0.0,22.61
1377299257,399.0,52.81,257.0,0.0,22.61
1377299259,399.0,52.81,257.0,0.0,22.61
1377299260,399.0,52.81,256.0,0.0,22.61
1377299262,402.0,52.81,256.0,0.0,22.61
1377299265,402.0,52.81,255.0,0.0,22.62
1377299267,407.0,52.81,255.0,0.0,22.62
1377299269,407.0,52.81,255.0,0.0,22.62
1377299270,407.0,52.81,256.0,0.0,22.62
1377299272,399.0,52.81,256.0,0.0,22.62
1377299275,399.0,52.81,257.0,0.0,22.62
1377299277,409.0,52.81,257.0,0.0,22.62
1377299279,409.0,52.81,257.0,0.0,22.62
1377299280,409.0,52.81,254.0,0.0,22.62
1377299282,400.0,52.81,254.0,0.0,22.62
1377299285,400.0,52.81,256.0,0.0,22.62
1377299287,400.0,52.81,256.0,0.0,22.62
1377299289,400.0,52.81,256.0,0.0,22.62
1377299290,400.0,52.81,257.0,0.0,22.62
1377299292,403.0,52.81,257.0,0.0,22.62
1377299295,403.0,52.81,257.0,0.0,22.62
1377299297,391.0,52.81,257.0,0.0,22.62
1377299299,391.0,52.81,257.0,0.0,22.62
1377299300,391.0,52.84,257.0,0.0,22.62
1377299302,400.0,52.84,257.0,0.0,22.62
1377299305,400.0,52.84,257.0,0.0,22.62
1377299307,399.0,52.84,257.0,0.0,22.62
1377299309,399.0,52.84,257.0,0.0,22.62
1377299310,399.0,52.81,256.0,0.0,22.62
1377299312,404.0,52.81,256.0,0.0,22.62
1377299315,404.0,52.81,259.0,0.0,22.62
1377299317,408.0,52.81,259.0,0.0,22.62
1377299319,408.0,52.81,259.0,0.0,22.62
1377299320,408.0,52.81,257.0,0.0,22.62
1377299322,405.0,52.81,257.0,0.0,22.62
1377299325,405.0,52.81,255.0,0.0,22.62
1377299327,402.0,52.81,255.0,0.0,22.62
1377299329,402.0,52.81,255.0,0.0,22.62
1377299330,402.0,52.81,258.0,0.0,22.62
1377299332,409.0,52.81,258.0,0.0,22.62
1377299335,409.0,52.81,258.0,0.0,22.62
1377299337,407.0,52.81,258.0,0.0,22.62
1377299339,407.0,52.81,258.0,0.0,22.62
1377299340,407.0,52.84,258.0,0.0,22.62
1377299342,409.0,52.84,258.0,0.0,22.62
1377299345,409.0,52.81,257.0,0.0,22.62
1377299347,399.0,52.81,257.0,0.0,22.62
1377299349,399.0,52.81,257.0,0.0,22.62
1377299350,399.0,52.81,258.0,0.0,22.62
1377299352,414.0,52.81,258.0,0.0,22.62
1377299355,414.0,52.84,258.0,0.0,22.63
1377299357,415.0,52.84,258.0,0.0,22.63
1377299359,415.0,52.84,258.0,0.0,22.63
1377299360,415.0,52.81,258.0,0.0,22.62
1377299362,413.0,52.81,258.0,0.0,22.62
1377299365,413.0,52.81,258.0,0.0,22.62
1377299367,408.0,52.81,258.0,0.0,22.62
1377299369,408.0,52.81,258.0,0.0,22.62
1377299370,408.0,52.81,259.0,0.0,22.61
1377299372,414.0,52.81,259.0,0.0,22.61
1377299375,414.0,52.84,260.0,0.0,22.62
1377299377,403.0,52.84,260.0,0.0,22.62
1377299379,403.0,52.84,260.0,0.0,22.62
1377299380,403.0,52.84,259.0,0.0,22.62
1377299382,413.0,52.84,259.0,0.0,22.62
1377299385,413.0,52.81,257.0,0.0,22.63
1377299387,407.0,52.81,257.0,0.0,22.63
1377299389,407.0,52.81,257.0,0.0,22.63
1377299390,407.0,52.84,257.0,0.0,22.62
1377299393,407.0,52.84,257.0,0.0,22.62
1377299395,407.0,52.84,259.0,0.0,22.62
1377299397,414.0,52.84,259.0,0.0,22.62
1377299399,414.0,52.84,259.0,0.0,22.62
1377299400,414.0,52.84,260.0,0.0,22.62
1377299403,410.0,52.84,260.0,0.0,22.62
1377299405,410.0,52.84,259.0,0.0,22.62
1377299408,407.0,52.84,259.0,0.0,22.62
1377299409,407.0,52.84,259.0,0.0,22.62
1377299410,407.0,52.84,259.0,0.0,22.62
1377299413,405.0,52.84,259.0,0.0,22.62
1377299415,405.0,52.84,259.0,0.0,22.61
1377299418,407.0,52.84,259.0,0.0,22.61
1377299419,407.0,52.84,259.0,0.0,22.61
1377299420,407.0,52.84,259.0,0.0,22.61
1377299422,411.0,52.84,259.0,0.0,22.61
1377299425,411.0,52.84,259.0,0.0,22.62
1377299427,403.0,52.84,259.0,0.0,22.62
1377299429,403.0,52.84,259.0,0.0,22.62
1377299430,403.0,52.84,260.0,0.0,22.61
1377299432,412.0,52.84,260.0,0.0,22.61
1377299435,412.0,52.87,259.0,0.0,22.62
1377299437,411.0,52.87,259.0,0.0,22.62
1377299439,411.0,52.87,259.0,0.0,22.62
1377299440,411.0,52.84,259.0,0.0,22.62
1377299442,408.0,52.84,259.0,0.0,22.62
1377299445,408.0,52.87,258.0,0.0,22.62
1377299447,399.0,52.87,258.0,0.0,22.62
1377299449,399.0,52.87,258.0,0.0,22.62
1377299450,399.0,52.87,259.0,0.0,22.62
1377299452,407.0,52.87,259.0,0.0,22.62
1377299455,407.0,52.87,258.0,0.0,22.6
1377299457,407.0,52.87,258.0,0.0,22.6
1377299459,407.0,52.87,258.0,0.0,22.6
1377299460,407.0,52.87,258.0,0.0,22.61
1377299462,407.0,52.87,258.0,0.0,22.61
1377299465,407.0,52.87,260.0,0.0,22.62
1377299467,418.0,52.87,260.0,0.0,22.62
1377299469,418.0,52.87,260.0,0.0,22.62
1377299470,418.0,52.87,261.0,0.0,22.62
1377299472,425.0,52.87,261.0,0.0,22.62
1377299475,425.0,52.87,261.0,0.0,22.62
1377299477,426.0,52.87,261.0,0.0,22.62
1377299479,426.0,52.87,261.0,0.0,22.62
1377299480,426.0,52.87,260.0,0.0,22.62
1377299482,426.0,52.87,260.0,0.0,22.62
1377299485,426.0,52.87,259.0,0.0,22.62
1377299487,421.0,52.87,259.0,0.0,22.62
1377299489,421.0,52.87,259.0,0.0,22.62
1377299490,421.0,52.87,260.0,0.0,22.61
1377299492,417.0,52.87,260.0,0.0,22.61
1377299495,417.0,52.87,260.0,0.0,22.61
1377299497,404.0,52.87,260.0,0.0,22.61
1377299499,404.0,52.87,260.0,0.0,22.61
1377299500,404.0,52.87,259.0,0.0,22.62
1377299502,403.0,52.87,259.0,0.0,22.62
1377299505,403.0,52.87,258.0,0.0,22.61
1377299507,418.0,52.87,258.0,0.0,22.61
1377299509,418.0,52.87,258.0,0.0,22.61
1377299510,418.0,52.87,259.0,0.0,22.61
1377299512,423.0,52.87,259.0,0.0,22.61
1377299515,423.0,52.87,259.0,0.0,22.6
1377299517,415.0,52.87,259.0,0.0,22.6
1377299519,415.0,52.87,259.0,0.0,22.6
1377299520,415.0,52.87,259.0,0.0,22.62
1377299522,414.0,52.87,259.0,0.0,22.62
1377299525,414.0,52.87,260.0,0.0,22.62
1377299527,412.0,52.87,260.0,0.0,22.62
1377299529,412.0,52.87,260.0,0.0,22.62
1377299530,412.0,52.91,261.0,0.0,22.62
1377299532,407.0,52.91,261.0,0.0,22.62
1377299535,407.0,52.87,262.0,0.0,22.61
1377299537,410.0,52.87,262.0,0.0,22.61
1377299539,410.0,52.87,262.0,0.0,22.61
1377299540,410.0,52.87,262.0,0.0,22.62
1377299542,399.0,52.87,262.0,0.0,22.62
1377299545,399.0,52.91,263.0,0.0,22.61
1377299547,406.0,52.91,263.0,0.0,22.61
1377299549,406.0,52.91,263.0,0.0,22.61
1377299550,406.0,52.87,261.0,0.0,22.62
1377299552,407.0,52.87,261.0,0.0,22.62
1377299555,407.0,52.91,262.0,0.0,22.62
1377299557,409.0,52.91,262.0,0.0,22.62
1377299559,409.0,52.91,262.0,0.0,22.62
1377299560,409.0,52.91,260.0,0.0,22.62
1377299562,418.0,52.91,260.0,0.0,22.62
1377299565,418.0,52.87,262.0,0.0,22.62
1377299567,413.0,52.87,262.0,0.0,22.62
1377299569,413.0,52.87,262.0,0.0,22.62
1377299570,413.0,52.91,262.0,0.0,22.62
1377299572,416.0,52.91,262.0,0.0,22.62
1377299575,416.0,52.87,261.0,0.0,22.62
1377299577,423.0,52.87,261.0,0.0,22.62
1377299579,423.0,52.87,261.0,0.0,22.62
1377299580,423.0,52.91,261.0,0.0,22.62
1377299582,415.0,52.91,261.0,0.0,22.62
1377299585,415.0,52.91,262.0,0.0,22.61
1377299587,407.0,52.91,262.0,0.0,22.61
1377299589,407.0,52.91,262.0,0.0,22.61
1377299590,407.0,52.91,263.0,0.0,22.62
1377299592,415.0,52.91,263.0,0.0,22.62
1377299595,415.0,52.87,262.0,0.0,22.61
1377299597,414.0,52.87,262.0,0.0,22.61
1377299599,414.0,52.87,262.0,0.0,22.61
1377299600,414.0,52.87,263.0,0.0,22.62
1377299602,411.0,52.87,263.0,0.0,22.62
1377299605,411.0,52.87,263.0,0.0,22.61
1377299607,411.0,52.87,263.0,0.0,22.61
1377299609,411.0,52.87,263.0,0.0,22.61
1377299610,411.0,52.87,263.0,0.0,22.61
1377299612,400.0,52.87,263.0,0.0,22.61
1377299615,400.0,52.87,262.0,0.0,22.61
1377299617,411.0,52.87,262.0,0.0,22.61
1377299619,411.0,52.87,262.0,0.0,22.61
1377299620,411.0,52.87,261.0,0.0,22.61
1377299622,405.0,52.87,261.0,0.0,22.61
1377299625,405.0,52.91,263.0,0.0,22.61
1377299627,416.0,52.91,263.0,0.0,22.61
1377299629,416.0,52.91,263.0,0.0,22.61
1377299630,416.0,52.91,264.0,0.0,22.61
1377299632,412.0,52.91,264.0,0.0,22.61
1377299635,412.0,52.87,263.0,0.0,22.6
1377299637,412.0,52.87,263.0,0.0,22.6
1377299639,412.0,52.87,263.0,0.0,22.6
1377299640,412.0,52.87,261.0,0.0,22.62
1377299642,412.0,52.87,261.0,0.0,22.62
1377299645,412.0,52.91,262.0,0.0,22.61
1377299647,415.0,52.91,262.0,0.0,22.61
1377299649,415.0,52.91,262.0,0.0,22.61
1377299650,415.0,52.91,263.0,0.0,22.62
1377299652,419.0,52.91,263.0,0.0,22.62
1377299655,419.0,52.91,264.0,0.0,22.62
